rotulo,texto
0,"I'm Disappointed!! I read the reviews and decided to by this item anyway.... I recieved it with no instructions and no reciept inside of the box. I'm an online shopper and this stroke me as odd! Took the ball out of the box and set it on top shelf of my 20 monthe old baby's TV stand. I have cathedral ceilings so when I turned it on, I absolutely loved it its projection! However, when I returned to my baby's room in a couple of hours to check on him, I noticed the ball had stopped rotating!!!! I tried turning it off and then back on. It started rotating again but the rotation got slower by the second and shortly after, it stopped completely! It seems to me that the power generator isn't strong enough to rotate the big ball! I need a replacement and I hope the ball will be inspected before getting shipped out to me. If it wasn't for the defective malfunction, I'd give it 4.5 stars taking half a point away for the cheap quality of the item...."
1,"Fantastic! This dvd is a must have for any RUSH fan. Great interviews and an accurate, concise history from the band members themselves. Get it as soon as you can!"
0,Not up to par with the full size model It cuts or breaks hairs making them impossible to remove. I've used the full size model for years and have been very satisfied with it. I guess that I should stick with a known winner.
0,"Mindless and thoughtless Regardless of you religious beliefs, this book is the biggest waste of time since Ernest Goes To Jail. PLEASE freakin' tell me these guys aren't college professors. Never has a less researched, less thought-provoking book ever been written. It is an insult to read. Don't waste your time."
0,"Interesting, but not enough to keep me involved. I was forced to read this book for a combination honors English, History class. We were studying the Guilded Age and the teachers felt this novel would help to portray exactly what people went through. Needless to say I was very bored. The descriptions are so intense and Dreiser's style of writing was not enough to keep me awake. There were certain aspects that I enjoyed, however the majority of this novel was comprised of verbose sections. This book did not really meet my expectations and I was not very satisfied. However, I was told that you might need to read it 5 times before all of the meaning would come through. I wouldn't give it the time."
1,"A job well done I thoroughly enjoyed this movie. This is probably the single hardest job an actress would take on. I belive that people are expecting to see the actual Audrey Hepburn. That is not going to happen. Mrs Hepburn is regarded as the best actress of all time, and to think that Jennifer Love Hewitt can have the same performance is not logical. But Ms Hewitt does a wonderful job of capturing the charm and grace of Hepburn in a way I don't believe that any other young actress could do. Who else could pull off this part? In my opinion, no one else has even close to any resemblence to Hepburn compared to Hewitt. I believe this was a wonderful film and it made me even more interested in some of the classical Hepburn movies that I have not previously seen. Give credit to Hewitt for tackling such a hard film and pulling it off. A job well done."
1,"Good!! I am a big fan of Teresa Medeiros' books and when I heard of a sequel to ""A Kiss to Remember"", I had to go out and buy it when it hit the stores. Although I read it in a few hours, I thought it would have had a different plot and ending, but I still love it like I do all of her other books. The main thing that annoyed me about the book was that Hayden was still kinda stuck on his dead wife while Lottie was trying so hard to make him love her. She even made his daughter like her. I loved that Lottie's personality hadn't changed from ""A Kiss to Remember"" because if it had, the book would have turned out dull. All in all, I think that fans will be pleased with her latest book as I was and if they haven't, they should read all of her others."
1,"Treasure Island When I first picked up this book, I thought it was a little boring. But after I got to about page 20 I started to figure out why this is a classical favorite of millions of people today. This is a story about a orphan boy named Jim Hawkins that finds a treasure map in a dead mans room and goes on a daring adventure that will change his life. He and the whole ship's crew go through many challenges during their voyage like mutiny, murders, and trying to fight the evil pirate (also the ships captain) , Long John Silver, that would kill his own friends to keep all the treasure for his own. This is a great suspense that you will never be able to put down. I highly recommend that you read this book."
1,Looking for solutions manula for this edition I was wondering if anyone knew where I could find the solutions manual or selected answers for this book.if you do would you please contact me atRobert.mcnulty@colorado.eduThanks
0,"Garbage Could not get a good swr with this antenna. Magnet mount is ok, seen much better. Go with a Little Wil"
0,"Foundation [is not good] ...It is awful, truly one of the worst books that I've ever read...Good writing does not not to be defended like this, and the need to defend a book in this way prety much proves that it is a substandard work."
0,"Gauges in chair arms Chair is the product ordered, however it came with gauges in the arms. The chair was well packed and the damage appeared to have happened at the factory before wrapping for shipment. Poor quality control. Not worth returning the product. Other than that, the bench is substantial and as promised. I have pictures taken while I was unwrapping, but couldn't figure out how to include them."
1,"Can't vouch for content, but packaging is really nice As I said in the title, I can't vouch for the content as this was purchased as a gift for my Dad. However, the packaging is great. I thought Amazon made a mistake and sent a book instead of the DVD package, but it turned out to be BOTH a book and the DVD's (guess I should have read the description better). In any case, I know they are classic movies and this deluxe presentation will make an impressive gift."
0,"WARNING: ARGENTO, ASLEEP AT THE WHEEL This film lacks all the elements that make Argento's movies great and fun to watch. There's no memorable music; no fantastic use of color; and no likeable characters. The holes in the plot are unforgiveable and the story-line is infantile. The plot twists are predictable and almost laughable. This is simply a sorry excuse for an Argento film. I just hope that He'll make-up for it on his next project."
1,"Delightful Read I love this genre and I found this a very easy, yet delightful read.The novel is well written and crafted in the style of such books as the Pern series etc. I feel, however, it holds it own.It is also admirable that it is written in such a way that a wide audience could read it. I am almost 30 (and female) but thoroughly enjoyed. I also think my younger adults could read this book. There is violence but no over or excessive language or sexuality. In my opinion, depending on your specific child, I could have started this book around a 4th grade level.I am looking forward to the series continuing!"
0,"Not new as stated This product was shipped to me in a reasonable time, but the description said it was new when it had been annotated and highlighted throughout the book. I was disappointed with this since I wanted a new version of this book."
1,So easy...so great!!! I was shocked at how quickly and easily I was able to set this up. It literally took five minutes. I can't believe I waited this long to get my tivos on my home network. Highly recommend!
1,"One of the best Gratitude Journals I have found. Even when faced with serious struggles, I like to say to myself, ""The good thing about this is..."" Simple Abundance offers gentle reminders that there is always something to be thankful for. Keep it by your bed for sweeter dreams."
1,"Worked for Me! I bought this book, studied for a couple of hours a day for three weeks, made flash cards and learned many of the words on the vocabulary list, took the practice tests on the CD without too many problems (over a period of 6 days), took the GRE, did well, and was admitted to graduate school. It required steady work, but I believe that the book was well worth it in terms of going in to the testing center on the test day and being fairly comfortable (though nervous) with the types of questions and ways of approaching them. I actually found that the math on the actual GRE CAT was easier than I had expected. My plan was to take the GRE only once, if possible, and with the help of this book, my scores were better than anticipated. Because I graduated from college many (30) years ago, I am certain that without the book, I would have had significantly lower scores in all three of the areas."
1,"Great coffee maker My wife and I love this coffee maker! She works days and I work nights, so making a pot of coffee was too much for one. This allows us to make a single cup in 10-15 seconds. Instant gratification! And if one of us wants to try a flavored coffee brand, the other does not have to ""endure"" the entire pot. I dropped a star for two reasons1) this is more expensive then brewing coffee by the pot.2) Our favorite coffee brand ""Coffee People"", has gone out of business and it is getting harder and harder to find that brand in K-cups!"
1,"This book MUST return to print When the Wind Blows is a classic of modern literature. It's one of the all-time best books I've ever read and it's tragic that it's been allowed to fall out of print. Get a used copy. Track it down. Look for it misfiled in the children's section...it's an illustrated book but it definitely isn't kiddie fare. When the Wind Blows is wonderful, just wonderful."
1,"Fantastic DVD! If you like Rush, this is fantastic. Even if you don't like Rush, this is a great biography."
1,"forget calphalon I purchased calphalon just five years ago and have had enough. It is heavy and must be treated like china. This pan is much better. It cooks fast and is light weight. Best of all, it goes right into the dishwasher. Clean up is SO EASY!! Best purchased of pans I have ever made!!"
0,"Very disappointed! I chose this item since a reviewer liked it very much. However, I am very disappointed after receiving. The bag is much thinner than others and I am afraid it can't protect books or items well. I suggest the manufacturers changes its name from ""ultra pro"" to ""ultra unpro""!Do not waste your money!"
0,"Great music and instructor but hard to follow dance steps I bought the Donna-Mite tape based on the previous reviews and was very disappointed. While I loved Donna's personality and enthusiasm and really like the music, I found the tape VERY ""dancey"". Perhaps I'm a major klutz, but I just couldn't follow the steps. Every time I caught on, they'd move on to another step."
0,"A total waste of time and money Oh Great just what America needs, another souless, overhyped no talent John Mayer wannabe. I haven't and won't buy this cd but workong in a record store I had to check it out and see what all the fuss was. The songs are poorly written and meaningless. Clay himself sounds as if he belongs in a highschool production of Grease. Don't waste your time and money on this. If you actually like this kind of drab souless music just pick up John Mayer's new cd, at least he sounds like a talented singer rather than a aspiring drama queen with a sore throat."
0,"Very Dry -like a tastless piece of bread-- why eat it? Sorry, I only read the first 35 or 40 pages. The recounting of legislative actions was too uninteresting. I am interested in tid-bits of human activity. So I put the book down, and will not waste my time with it. People like F.D. R. are boring, whereas the farmer and the housewife, working their way through life, make history."
1,"Good sound, good value. Simple amp for when all you need is an amp. I'm using this as the ""basement amp"" for my whole house audio system. It's been in service a little over a month, and so far works well.Pros:* Sound is good, excellent frequency response, decent power.* Feels weighty and durable.* Rack mountable* Drives A+B speakers concurrently (even at 4' ohms each).* No electronic power switch nonsenseCons:* If it's powered off while there's audio input, it squelches--a bit like a record skipping--just for a moment.* The A/B switches are mechanical, and work radio-button style except you can override them to both A+B. They feel kinda grindy and it seems like an awkward choice; individual push-on/push-off would have seemed more sensible to me.Neutrals:* Banana plugs for speaker connection (with thru-hole screw-down capability for wire connection)."
0,"DON""T WASTE YOUR MONEY!!!! I saw this a few weeks ago with a friend, both of us kept looking at our watches to see how much longer before the torture would end, this movie was SLOW SLOW SLOW, with no real plot. It had some great actors in it too bad they were in such a horrible movie!"
0,"Do not make me read this again!! I do not know what all of the fuss is about this book. Every single page I read was an absolute yawn. I did not care what happened to any if the characters and I just did not care about any theme this book attempted to convey. For me, I got not one thing useful from reading this book. And I can usually find a little bit of a gem in everything I read. So not interested in reading Grapes of Wrath. Oh well, can't win 'em all!"
1,Totally addictive Loving this series. Best books ive read for a long time. All six books keep u hooked and wanting more
1,"guilty pleasure that i cannot deny i can't help it, i'm in love with this little gem of an EP. these songs are at times seemingly completely unstructured, messy, and immature. but at the same time, i love those things about them. it's extremely energetic, and you can tell these guys are really excited about what they're doing.what is it that they're doing? well, it seems to be taking the all too familiar combination of death and tech(very trendy these days) and infusing some (hate to say it) emo elements. the result is both very energetic, very unique and EXTREMELY catchy. these songs will get caught in your head. at first i hated them, but with time comes acceptance. i love this album and i think if you're willing to accept a couple shortcomings you will too."
1,"Ultimate classic When I was a student in high school, my English teacher attempted to convey to my class the meaning of a ""classic."" Her effort would have been nearly nonexistent if she had only suggested we read this book. This book is everything a modern day novel dreams of being. It contains murder, mystery, love lost and found, suspense, hope, suffering, happiness, sorrow, ...the list goes on. My only fear is that I will never read an equal to this masterpiece. Now I am positive that ""classic"" is not a reference to soda, 50's rock and roll, or cars. Do yourself a favor and read this book."
0,"Do not hear, do not obey... If you have a mild to moderate gluten intolerance, you can MAYBE follow this book's advice and be safe. If you have full on Celiac Disease, you will find yourself sick in a single digestive cycle!Jax's information is lacking, out of date, and incorrect. I obsessively research foods, medicines, ingredients, and restraunts so as to be able to join my friends and family in their dinners, and my research shows Jax to be woefully incorrect. I'm encouraging my local booksellers to not carry this any more, and I encourage the discerning readers amoung you to take great care. If you want the feel good stories, read the feel good stores. Don't take the feel bad advice."
0,"Just a wanna be Rambo If you are looking for a movie with bad acting-cliche lines-and never gonna happen action sequences this is the movie for you! Otherwise, I wouldn't even waste a Netflix rental on it."
0,"Christian-based philosophy! If you're not seeking religious advice for your anger management, be warned that this book is by and for Christians, and published by one of the largest Christian publishing houses. You won't find this mentioned on the back cover or the table of contents, but all of the chapters have to do with Christian spirituality. Can come as a surprise if you were just looking for some secular communication tips and self-soothing techniques!"
1,"New coffee table book! I keep my copy next to my tv-guide, that way I can look for the nit picks! Actually it is a good book, but it does tend to distract you from the episode."
0,"uh,... Maybe I'm not that bright....but I didn't get it. Some good actions scenes though and fans Tom Cruise and the original TV series seem to enjoy it. Worth a rental I guess."
0,"Almost DOA... broke right away I was excited to be able to plug everything in without a car adapter... but this stopped working within a month of buying it. I had a close look at it and some of the wires weren't connected all the way, as if they'd been yanked out or (as I'm sure is the case) never assembled correctly to begin with. At the same time as I say don't buy it, I'm not sure which one *is* good because I never tried a different one."
0,What a piece of JUNK! For starters the phone does NOT fit a standard wall mount. I never received the setup program for the Caller ID system once the batteries were inserted and of course the service never worked. Don't waste your time or your money.
1,"The best movie on Earth!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! My name is Dimple Permaul and I think that this movie is extremely enjoyable.There is nothing wrong with this movie.It's Fantastic!I have not seen anything like it.It may be Rated PG 13,but I do not care.I love the books.My favorite so far is,The Half Blood Prince.I finished it in 2 days at exactly 3:48 in the morning.I'm writing a book myself.I'm turning it into a 7-book series.The first book is called The Underwater Adventure.i HOPE IT GETS PUBLISHED!"
0,"save your money This book is little more than a pamphlet. It's written totally for men in the younger age brackets. I also bought and read I Can't Believe I'm Buying This Book: A Commonsense Guide to Successful Internet Dating. That book is much better, and has much broader scope and depth. Save your money on this one."
0,"i want my money back Most likely one of the worst movies i have ever seen! I went to see this movie with about 5 or 6 friends, when it was over, we all wanted our money back! The movie is not funny at all. Believe me i love adam sandler but this isnt even a comedy, there are alot of sad parts in it, but they label it as a comedy. All this movie actually is happens to be is a fairy tale for little kids, huge waste of money. If you want to see a real adam sandler comedy wait for anger management or rent happy gilmore."
0,"Not at all what I expected This workout is a waste of time. I was excited when I saw all of the reviews before the dvd came out,nothing like what the postive reviews said. You barely break a sweat or get your heart rate up do to all of the pauses. The camera work is horrible. Very boring workout. I will no be buying the second video."
1,"To the point Sufficient detail and a whole lot of information - perhaps too much information, it's a thick book - to plan ski tours, generally for lightweight touring gear, e.g. classic Nordic skis or 3-pin tele's. Alpine riders seeking vertical ft look for George Hurchalla's book."
0,"Off The tracks..... This band has been on the downward spiral since after Ten which to my ears is their only decent album. This album just sucks. This is just a typical everyday crap album, im not a Pearl Jam fan anymore. If they did a TEN tour I would go see it if they weren't going to play any garbage after TEN espessially not anything from this album, Riot Act, BackSpacer or Yeild. Pearl Jam are gone and they are not comming back, they keep getting worse with every album Backspacer is the worst yet just radio drivel."
0,"died 2 months out of warranty For 14 months this product worked great. Then it died. It was not dropped or otherwise abused. TIVO's response was that they would replace it for the cost of buying a new one.Even though it broke so quickly, TIVO is worth the price we payed for the box and the service. If the cable companies could come out with a DVR that was as capable I would rather rent it knowing that if it broke it would be replaced for free.The box itself is rather bulky for the electronics that are actually inside it. The unit could have been designed a little better to make the overall size smaller.Hopefully you get a better box than we did."
1,"Disappointed with some of the reviews on Measure Of A Man! We have enough ""HIP-HOP"" & ""RAP"" music it's about time that we can listen to a song and understand the words and not be afraid for our children to listen!I bought Clay's CD the day it was released and was so excited.I couldn't wait to listen to it on my way home.I was very happy with the songs and Clay's outstanding smooth vocals.We need more Clay's to help shape the music industry by standing strong in his beliefs & values....Clay...don't change and thank you for helping to put a little dignity back in the world & music to soothe our souls."
0,"hmmm. Maybe this is one of those albums that gets better over time after you have listened to it for a few times. I've tried, I've really tried.I am a big Palace fan since I first heard ""New Partner"" on the radio and have collected a lot of Oldham's music since. This is my least favorite album. None of the songs stick, the melody's are not outspoken and the lyrics are not the best he has ever done. Of course there are some songs that are not bad like 'Bolden Boke Boy' but the overal tone of the album is just not that good.However, having read the other reviews, I'll try to listen to it a little more and maybe I will change my mind, in that case you will hear from me with a new revies."
1,"Hoffman's best book I've read nearly all of Hoffman's work, and ""Practical Magic"" simply aces them all. The characters are well shaped, the story lovingly crafted and the writing style is evocative and lush. Those who snipe at the ""mistakes"" she makes in occult lore are missing the point. She's not out to write a textbook in witchcraft. Hoffman writes about the unseen and mystical events that hide beneath the mundane goings on of everyday life--and she does so with vivid imagination and unrestrained verve."
1,"Great TV This is an excellent television if you want a tv for your dorm room, kitchen, or if you just want a secondary tv for a room in your house.It works great with accessories like a dvd player, video game, vcr, etc.. and is very easy to set up.FYI: Also, the remote DOES glow in the dark.You get a lot for a very cheap price. I think its an excellent option if you want a cheap solid tv."
0,"Too much kid-pop music for a dark, animated movie! I don't like the fact that there was so much kiddie-pop music on the soundtrack,where as the first, second, and third movies had a blend of rock, techno, hip-hop, andrap... but this one had too much kid music for a movie that was (for the most part)dark!The only song on this album that fit the mood of the movies was 'Lights Out' by P.O.D.!That re-mix of the song is the only reason why I bought this album!Not recommended for the whole album, just that one song..."
0,I was hesitant to read it because I think he's pompous fluff and now that I've read it I still think so. He's preachy and full of himself. Stick with Ambrose for the real thing.
0,"Great Movie, Poor Quality Release I remember seeing this movie at the Drive-In when I was a child. I used to have it on VHS until it was destroyed. I couldn't wait till it came out on DVD. However, once I got my copy I became rather disappointed with the quality. The colors look faded, It's Full-Screen only, It even seems to be slightly crooked and there are distortions at the very top of the screen..... What a horrible way to release such a classic."
0,"Fantasy For Dummies I found Eragon to be a very basic, bare-bones fantasy story. The way I see it, the basic structure of a fantasy plot is like a skeleton and it is the author's job to give those bones flesh. However, Paolini failed to do this and his book is the perfect example of a stereotypical fantasy. It seems as if Paolini was writing Eragon the way he thought it SHOULD be written rather than letting himself write his own story. This book might be useful as a first-timer's introduction to fantasy but as an actual work of literature, it's just not good."
0,"Nothing insightful I'm always looking for material on comic book artists and how they do their craft, and it's very hard to come by. This dvd had some promise such as Eric Powell ( The Goon ) and Erik Larsen ( The Savage Dragon ), and I expected for them to share their experiences in their career, how they broke in and made a name for themselves, how they go about making an issue of their book etc. You get none of this. Instead you get some artists, most that have never been heard of talking about the allure of comic books. If your like me and your looking for a documentary on comic book artists and how the creative process takes shape to a final product on the shelf, your better off passing this by."
1,"JOHN CARTER OF MARS BETTER THAN ANY JEDI KNIGHT! A PRINCES OF MARS IS A THRILLING SWASH BUCKELINGSTAR WARS TYPE BOOK WITH ROMANCEADD FOR FLOVER, IT IS ONE OF THE BEST OF THE SERIES EVEN BETTER THAN TARZAN, IF YOU LIKE SI FIFANNISY,YOU WILL LIKE THIS BOOK IT IS A GREAT ADVENTER STORYOF NO COMPARE! EXECTING ,FILLED WITH ACTION!"
0,"The Bad & The Good The star of the show is Justin Chambers and he gets incidental billing which is ridiculous despite his lack of acting skills. Having a weak lead actor is not the way to have box-office success. Stupid dialog doesn't help either, along with the Rambo action mentality in which the good guy doesn't get hit from close range.On the upside, some of the action scenes were spectacular, the best swordplay I've ever seen. The ones at the beginning and the end of the film were the best, with some incredible stunt work.This movie is beautifully photographed, too. Tim Roth was a good villain, as usual, and the heroes - even if they couldn't act - were fun to watch. The language is tame in here and the film should be rated PG, not PG- 13."
1,Beautiful and tragic Of Mice and Men is one of those stories that resonates with you long after you finish. On one hand it's a tragedy on the other it's so beautifully written. A good one to read again every once in a while.
0,"language book this book is impossible to read unless you already know the Ukraine and English language. The book is not written in the ""English Alphabet"" to be able to read the Ukraine language."
0,"Fantastic Film Noir - Horrible Release I am not going to write about the movie itself. It's a film noir classic. What I would like to comment on is this absolutely shameful DVD release by Image. They have used one of the worst public domain copies, without a hint of restoration and charge over $20 for this. It's a robbery! The only redeaming quality of this release are great but short documentaries by Eddie Muleer. The best print of Too Late for Tears (aka. Killer Bait) that I have seen so far is included in the terrific 5 Film Noir Killer Classics 6-DVD set (where one entire DVD is entirely devoted to great special features) and it costs less than this turkey."
0,"Stay away from this printer I also have been a long time Canon printer user, but decided to try this HP after a co-work said she had such good luck. Not a good idea.The printer would not print envelopes, kept giving me the error message that it did not recognize the paper size. It would not print labels, gave the same error message.Just printing normally it would tell me there was a paper jam.I'm glad I returned the printer before I had to buy ink for it.I just purchased a Canon, can't wait for it to get here."
1,"Wow This book was a huge, sad eye opener. I happen to be from the same small town where the author grew up, and my parents knew her parents (in fact our fathers were both physicians and were in the same professional circles). Although I don't know the family personally, I know from my parents that these secrets were kept completely under wraps - they fronted themselves as a very strong family unit and major do-gooders. My heart goes out to Julia, and hope that writing this exceptional book has allowed her to have some healing. What a strong woman, with such a strong talent for the written word. Excellent."
1,Long time favorit I love this cookbook as do all my sisters and family. I wore my old one out and have had a replacement disappear. The recipes are great and the ones I've made have been yummy.
1,"BEST Childbirth DVDs ever These DVDs (I believe she has three or four of them) are not boring, definitely entertaining, and Sheri has a one-of-a-kind sense of humor. Some people criticize that, but I'm quirky...so maybe that's why I like it. She's obviously an advocate of natural childbirth, but I don't feel like she was beating that down your throat through the whole DVD. I'm very much of the mindset that ""if I need meds, I'll scream for them."" From the DVD, I didn't get the impression that if I ever said that to her, she would claw out my eyes. But really, even my husband LOVES watching this DVD!"
0,"Stainless steal As I said in the previous review, I thought that even though the pan was stainless steal it was a darker color. I was a little disappointed"
1,"Delightful story with characters who change for the better As a reader who is tired of cliche romances and characters, I really enjoyed Emma for the unstereotypical main character. Emma is neither wonderfully good with dreadful circumstances (like Jane Fairfax, Jane Eyre, etc.), nor rich and intolerable (like Mrs. Elton, Scarlett O'Hara, etc.), rather she is like many of us today, a well-to-do girl who is nice but has faults. I loved how she grew through the story, slowly realizing more and more of her fundamental issues. Mr. Knightly is the perfect gentleman to everyone and a wonderful friend to Emma because he loves her enough to correct her for her faults. Even so, he grows and improves in the book as well. All of the characters have many facets to their personalities and characters and Austen weaves a beautiful web through the story. Emma is a lighthearted, fun read, yet has depth and relevant themes.I recommend reading this book twice so that it can be fully appreciated."
0,"3.5 Quart Covered Straining Saucepan I was very disappointed in this saucepan. I was cooking macaroni with the pot only half full of water with the lid on, vents closed. The lid does not seal tightly so I expected some steam release. I left the pan for a few minutes and when I returned boiling water was seaping out around the lid down the sides and all over the whole ceramic stovetop. What a mess! I have not experienced this with other pots. (Yes I know that if you fill a pot near the top you have to watch it closely, but this was only half full). I probably would not buy again."
1,"Deborah Smith Read her, you will enjoy your time with her characters. Strong women, strong men, some bizarre quirks in lots of characters."
0,Buyers Be Warned I bought this as a replacement radiator to an old set of speakers. What I was unaware of was that this item has a downward facing lip which adds to the size. To get this to fit I will have to carve about 1mm around the opening. Even then the radiator will be resting on this lip instead of flat against the case.On a side note; shipping cost half of the price of the item and came very slowly. Overall very disappointed with this product.
1,"It came alive Yes, I have read the OT before but never like this. Thank you for writing this book. Now all I have reciting over and over in my heart is "" hear oh Israel! YWHY is God! YWHY alone. :D"
0,"Wow - Certainly not the Grammy Music we heard from Ma When buying this CD I expected the same type/style of music I heard when Yo-Yo Ma played the theme from ""The Patriot"" at the Grammys. What I got was definitely not what I expected - somewhere between the vocal cacophony in the first part of ""2001 - A Space Odyssey"" and a Berg piece - not quite just noise, but definitely atonal.Amazon needs to refine its recommendation list since this one showed up as something I'd like. I enjoy Yo-Yo Ma as one of the finest cellists performing today, and have heard him live with Emmanuel Ax, and I usually go to a movie that has a John Williams score even if the story doesn't look like something I'd enjoy. Unfortunately, this looks like asparagus and chocolate sauce - I like each individually, but the combination doesn't look appetizing."
0,Our unexpected wasted time I am a very big Maureen McKade Fan . I have got 2 of every book that she has . I waited so long to read this one . But when I got it I sat down to read it and I have to say I was crying at the end becuse it was so painful to read . It was a very disapointing night . This is one book that I will not be keeping :-( It was very laging in many areas . Along with unbelivable . I am usally able to loose my self in her books and forget any kind of day the world has put me threw but not this one. You know it a great book if you laugh and rut on the people in it but this one you sipmly can not.
1,"Perfect title.... This is a perfect title for a book about unbridled greed in America. Yes, a lot of what corporate CEOs do is legal. So, what should we do about it as a society? Change the laws! Do these people even have a conscious?!?! Arianna makes a wonderful case for people standing up to say ""This is MY country and I am not taking this anymore."""
0,didn't do much for me I honestly wouldn't recommend this product. I got no more relief from it than I would have if I bought a ball of foot cushion. The loop was too large for my toe so the cushion never stayed in place. A waste of money.
0,"Not so good. I couldn't even finish reading this book. I read the back of it and some reviews and got really excited to read it. When I got it though I read about half way through and then quit. It just couldn't keep my attention, I didn't see enough value in it for the size that it was, maybe if it was condensed down to around 60 pages without all the needless stories."
1,"realy great show realy liked the show, was nice to watch when the boys where at school or sleeping, always kept me wondering what was next.!"
1,"Take More Pixs I upgraded to the 128 MB Smart Media card by Simpletech and was very happy with the added storage ability for photos. It's well worth it. It's rugged, fast and works with other devices. More bang for the buck. Get it!"
0,"Great idea but mine's broken Loved this from the moment I put it on the bike. Took a little work, just a little, but switched it to my wife's bike and then back to mine. Some where in there we loaded it down too much and one of the slide in plastic brace ears broke and now it is unusable. Searching for a new way to haul groceries now..."
0,"There are not very many books I hate. This is one of them. I find this books to be incredibly disrespectful of it's own contents. The information is at best laughable and at worst horrifyingly stupid.Others have mentioned the concept of the 'new' triple Deities(as everyone knows that you can create deities just by reading about them in a book and wanting them to exist *real* hard). I also found the concept that these deities would be thrilled with offerings of trash and garbage particularly 'interesting'(by which I mean nonsensical and silly.)This book is garbage of the lowest common denominator. A sheer money grab by a person who lives in a self created commune in a rural area. If I could chose one book to permanently remove from all bookstores and shelves this would be seriously in the running for that spot. Dare I say it - worse then SWR if only because everyone knows she writes garbage whereas people, for some reason, think this is the best stuff ever."
1,"climbing block This was a really wonderful purchase for me. It's attractive, functional and I was in every way pleased with this product."
0,The worst blade I have bought in 40 years I thought I would try a new razor and saw the fushion. I am totally disappointed and actually threw out the razor and refills before I used them all. I have never cut my face so much with a razor and by five shaves the blade was done. This is the worst system gillette has ever released - my mach three is far superior. I tried the Schick hydo 5 and it is a pleasure and leaps and bounds better.
1,Very good for the price This boot fits to size and is comfortable. I would purchase again. I use to purchase boots from LL Bean.
0,"Product may be spoiled...hit or miss. I had no issues with my initial order. The first box was 100% useable, so I went ahead and ordered two more. What a waste! Second box had 4 bad tablets...ok, not so good but I overlooked it. Last box: about one out of three effervescent tablets were spoiled, and by spoiled, I mean there was either a brown smelly and badly decomposed tablet or some nasty rotten black goo in each of the packets. I can't speak to the effectiveness of this product yet, but I was hoping that it would at least be useable! Bad batch perhaps, but TWO boxes!? Unfortunately, I missed the product return deadline by less than two weeks because I didn't discover the bad tablets in time."
0,"Didn't work with antenna TV The picture thru the tivo unit was fuzzy. Maybe the Tivo unit is not designed to receive antenna TV. The Tivo unit made all chanels come in fuzzy. Also I didn't like that you could not use any of the functions without a Tivo subscription, but it seems that without the monthly subscription the whole thing is useless. I am now very happy with a standard DVR that does not require a monthly subacription and works much like the old VCR used to do but without the tapes. The unit I ended up with is thebrite-View BV-980H Digital HD DVR (for Antenna and clear QAM use) ,with 320GB HDD Built-in, EPG Supported,Time Shifting - Black. However I do agree with the critiques of the Brite-View unit, there are some tricky quirks that take some getting use to."
1,"The novel that made me love science fiction I first came across Have Space Suit, Will Travel as a hardback in the Brandon Florida library when I was 8 years old, back in the early 70s. I have read the book literally thousands of time since then, and I have read it a good ten times since downloading it onto the Kindle app for my Android phone. It is the quintessential science fiction novel in my experience, the perfect book to introduce the genre to my 8 year old self.The action is on a huge scale, yet it is intensely personal to the narrator Kip. His sense of the danger and the awe and wonder are so well conveyed that I could feel it myself even as a child.This is without a doubt Heinlein's greatest juvenile and still captures the sense of wonder and hope of the 1950s science fiction. I lament that this sense of wonder died in later decades and I wish every day that we could recapture it."
1,"Awesome! So I bought some of this stuff, and my pet tarantula got a hold of it.... Little bastard bit me, and ever since I've become less interested in photography and more interested in shooting webs from my wrists and swinging around New York City. I also have some kind of weird sixth sense that's been driving me nuts ever since."
0,"Absolutely Useless I was very excited, but i should have listened to the other reviews on this product. It sharpened about half of the first pencil and then stalled. I tried cleaning out the shavings tray, different pencils, different amounts of pressure on the pencils and nothing worked. The motor completely stopped working after that first half of a pencil. I am returning it and will not be buying anything from X-acto ever again!!!"
1,"Excellent guide to creating manga on your computer! I've bought a few different 'how to draw manga' books but most of them seem to focus too much on the basics, which is annoying because I've already got a little experience in drawing. This book explains more about different genres and how you can apply them to your artwork and what you can do to emphasise the manga style, and a lot of useful tips for character design.The photoshop tutorials are very comprehensive! They really helped me to improve how I was making my photoshop coloured pictures so I have a lot more control over how they look now.I also like the section the book on making comic pages and applying screentone! You can get some pretty impressive manga style looks by following the steps in the book.My only criticism of this book is that some of the introduction was stuff I already knew, but only about 15 pages or so and the artwork was good in those bits anyway.Highly recommended!"
0,"CGI no substitute for story This re-make fails to evoke true terror, trading for easier shocks thanks to easily distinguished CGI effects. Might have worked as an original idea, but being a re-make of a classic movie, itself based on a classic novel, necessitates living up to the original, which this movie did not."
0,"Fallen Leaves Although he may be as genius as he is, Walt Whitman is just random. His structure and development are atrocious, leaving us in a cloud of confusion. His lists, names, and metaphors can only be described as random thought. And don't even get me started on his comma use. That's how my little sister writes for crying out loud! I mean, don't you remember? You'd get lucky if you found an ""and"" in there somewhere. Granted, he did revolutionize poetry and writing as we know it. However, certain selections for his ever famous Song of Myself show that he can sure describe those bodily actions that he seems to love so much. I can cut him some slack, probably because he's a romantic writer, but his random stringing of words, phrases, and lists do his poetry injustice. Poor Jonathon Edwards would be turning in his grave..."
