rotulo,texto
1,Cat's Eye This is one of the many Stephen King classics. Definately should be on DVD for future generations to enjoy. A riveting tale of a cat's quest to teach errie lessons and save the day. Looking forward to the DVD!
0,Overrated This book is overrated by a longshot. If I didn't know any better I could swear that this book wasn't even edited! Turtledove has 50 things going on at once! There are too many characters and too little continuity. I would recommend this book to anyone who has insomnia.
1,"Scandle, sex, and fun I never really was all that interested in the whole Henry VIII thing but I was given this book and just started reading the first couple of pages. It really has a way of engaging you from the start. In the beginning Mary is only a little girl involved in this larger than life role she has to play. You follow her along with her exciting life, and just when things start to cool off for her, you become fixed on her sister. I loved reading how nasty the author made her. I know there are legends of how Ann really was a royal pain. The author did a good job playing it up. It really is quite long over 650 pages, but you wouldn't know it, I read it in 6 days. Its really a page turner. It really only portrays Ann, and Mary in depth, and I liked that. I also liked how the author depicts an aging, baby of a king who likes to get his own way. In the end the author does an amazing job wrapping up the looses ends to the already known facts making this history/fiction story a great read."
0,"Don't waste your time Quite possibly one of the worst books I have ever read. I think the author may have been going for a satire of the Scarlet Pimpernel story, but this book is dreadful. Clichéd characters, people who speak and act like 21st century characters in a 19th century setting. Laughable dialogue, a contrived storyline, from start to finish there is nothing to recommend the book.I thought I was getting a good historical fiction, what I got was a bad romance book and most unbelievable of all to me is that this appears to be the first of a series.With all the wonderful writers out there, the fact that this book was even published is astounding."
0,Doesn't fit my situation. My fault. I received it OK but it just doesn't work on my water heater. I must not have checked it enough. It was a bad impulse buy for me.
1,"Let the Revolution Begin... After the massive success of Clay Aiken's first single, ""This is the Night"", the expectations were high for his debut album. Luckily, Aiken does not disappoint. From the catchy, up-tempo single ""Invisible"" to the touching and emotive title track, ""Measure of a Man"", this cd provides a fantastic balance of lyrical depth and impressive vocal range. While some think his powerful voice is better suited for Broadway, this impeccable debut cd proves that Clay has the capability of being a phenomenal recording artist. In an industry full of sell-outs and talentless clones, it's refreshing to experience an artist as gifted and genuine as Clay Aiken."
1,"human growth master mind group This collection of works by the various authors offers the listener an opportunity to have an easily accessed master mind group in the field of human growth. The morning commute's blahs are a thing of the past when the driver plugs in a tape or cd and visits with the likes of Jack Canfield, Marianne Williams and the others. Each offers a conversational monologue which address basic human perceptions and attitudes. Whether at home or on the road, each tape is a treasure of information which offers the listener tools to reshape basic views of life. These tapes are well worth the value. They are like good traveling companions. You welcome their presence, and delight in their gifts. I strongly recommend it to anyone."
1,"THIS ALBUM IS A COUNTRY CLASSIC! Martina McBride's ""The Time Has Come"" is the best debut album ever. It is country in its purest forms. ""The Time Has Come"" is filled with awesome lyrics. My favorite tracks are: ""The Time Has Come,"" ""Cheap Whiskey,"" (with a message attached to it) ""Walk that Line,"" ""A Woman Knows,"" ""True Blue Fool,"" ""I Can't Sleep"" and the album's strongest work is ""That's Me"" in my opinion. Martina McBride is an amazing singer!! This album is a great introduction to her craft. Make sure you add this cd to your collection!"
0,Still yet to recieve I am still yet to receive these items that I purchased 4 months ago. I've tried everything to track where they might be but no success!!!
1,"Please! It's Entertainment Not Reality! There's only one reason to see this movie. Entertainment. It's just that simple. If you're looking for profound, this whole movie genre isn't it. If your looking for fast paced action, witty dialogue, an edgy sound track that compliments the plot... a wild, unique approach to stunts, and a totally unconventional, irreverent ""secret agent""... then this movie is for you.Vin Diesel makes a very entertaining, believable Xander Cage, but give him a break...this isn't a Shakespeare movie! It's a spy movie and does follow the genre rules, but not enough to make it like any other. Don't take it too seriously and enjoy the ride!"
0,"Not quite... Tremors 2 doesn't live up to what I had hoped for. The movie has its funny moments, but just doesn't hook the viewer like the original. A key ingredient missing in this movie is Kevin Bacon. If you haven't seen the first Tremors, I would strongly recommend NOT viewing the sequel. However, if you enjoyed the first one, the sequel may be worth your time."
1,"I love this I love this. My children have all loved it. It's just great, authentic folk music, easy to listen to, easy to sing, easy to apply to whatever you might be doing. The way folk music ought to be."
0,"Are you joking? I'm giving it one star because less isn't possible here.You people _do_ realize that this book and all others of its kind are complete and utter fiction, right? There is and can be no truth behind them whatsoever: no science, no documentary or physical evidence, nothing! There are no MIBs (except in the movies), no secret ""conspiracies"" to hide evidence of alien visitations, no alien abductions,... absolutely none of this book or any of its kind are true.Ask yourselves: If this is really true, then why, with our government so unable to keep secrets about presidential peccadillos, financial scandals, politcal dirty tricks, payoffs, espionage and intelligence screwups and the like, how any ""conspiracy"" of this magnitude escaped detection and revelation?It simply makes no sense. It is pure entertainment, nothing more.And you Five-Star reviewers have credit cards....?"
1,"Good Sci-Fi flick! Although I might not go into great detail, I just want to say- I rented this movie, but wish I had it on dvd (my own collection) I thought the storyline was decent and had a surprise or two in it. I like the last person on Earth subject (scary-to say the least) I would say, if you arent sure you want to buy it---its as simple to just rent it. I am glad I took the time to watch it!"
1,"The definitive Romeo & Juliet! Italian director Franco Zeffirelli did an outstanding job of bringing Shakespeare's romantic tale to life. It is THE definitive version of Romeo & Juliet, in my opinion. The fact that the actors were so close to the age of the star crossed lovers adds realism and freshness to the story.Shakespeare's words flow so naturally that you forget that it is a classic play and just get lost in the story. The cinematography is beautifully done and the wonderful customes are a treat for the eyes!You will enjoy this movie ... again, and again ... I highly recommend it!"
0,nice product My wife loves it but we unfortunately perchaced the wrong size. She made a coment about the sizing chart being in dress sizes and she picked the size she is and we received it and the apparel was way too small. We have been meaning to exchange it but its tough to get time being as we have new born twins. That's why she wanted the apparel. She was really excited to receive the part and was disappointed when it didn't fit.
1,"Should I or shouldn't I buy #7? I went through much of the reviews for book #7 and it's pretty split between the pros and cons.I'm almost done with #6, and cannot decide if #7 would be worth reading. Maybe skipping it and jumping to #8? Any opinions? As a whole, I give the series (#1 - #6) an 8. That's it"
1,"Good stuff When I listened to it, it made me miss Dream Street even more. I wish they had still stayed together and then the CD would have been all Dream Street songs! But regardless, it's a good CD! The new stuff is really good, but it was kind of weird putting ""You're Taking Me Over"" next to ""With All My Heart"" because their voices were still high in YTMO, but had dropped by WAMH. I also enjoyed hearing some of the redone old songs! If you like Dream Street, go out and buy this CD! Why are you still reading this? I said go out and buy it!"
1,"Hatebreed is the god of all that is god about hardcore. Hatebreed album Satifaction is the Death of Desire has to be one of the all time best albums I have ever heard. I list to a lot of hardcore and and this album never comes out of my disc changer. If you are looking for strong lyrics, strong music, and an awsome groove that you and your friends can kill each other to, buy this and never stop listening to it."
0,"moby = genius ¿? why ¿? People are saying that moby is like a god, that he is one of the world best producer, people say that his this record, Play, is the album of the year, ¿?. I have heard this is the best techno album ever. I cannot understand this things. Please forgive me, but in my view, Play is simply a bad album. The only thing moby has made, is sample some old soul vinyls, and put music behind. And believe me, that the only good things of this album are these voices, which are the only things moby has not made. The drums are simply bad produced, the music is simply, and his voice is, oh my god!, why anybody has say to moby that he cannot sign?. You could say me you like some of the album songs, but please, DON'T SAY ME THAT MOBY IS A GOOD PRODUCER AND DON'T SAY THAT PLAY IS ONE OF THE BEST 90's ALBUM!!!"
0,"Negative review - too basic and not too helpful The only time I would write a negative review if I think a book has been over rated. This book is definitely over rated. My husband and I are real estate investors and continually read books to improve our profits. We both felt this book was too basic and we did not get helpful information. We go to monthly meetings for investors in our county and this is one of the books on the ""don't buy"" list on our bulletin board!"
0,"Hand Held Opener This is an unique opener in that it is one handed and battery operated, but I find it hard to hold it and start the opening process. I am a mechanic and still find it hard. Once started it does a good job of opening the can. I also found that it doesn't shut off automatically once the can is open, but I've never seen that in any opener. Just have to stop the action by releasing the switch."
1,"Cossotto and Kraus are Favorites Sometimes one forgets the great singers of but a few years ago. This 1971 performance recording, made in Tokyo, though visually a bit dark, is acoustically sparkling with the singers' joy with Donizetti's music. He would surely loudly applaud this effort. Both Fiorenza Cossotto and Alfredo Kraus are at their peak. To say nothing of Sesto Bruscantini and Ruggero Raimondi in supporting roles. This opera, unfortunately, is often overlooked for the better known Donizetti works. Well worth enjoying as the music is grand, the arias are among his finest and the ballet a treat to see."
1,best r&b album of the year I was never much of an r and b fan till i heard this album. R. Kelly is an amazing artist and this is his best work yet. There are very few album where i can listen to every song from start to finish but this is one of them. If you have any doubts about getting this album BUY IT. you wont regret it.
0,Nothing more than I know before Absolutely basic information about boat interior.Good for beginers.Information about table chart and equipments are very old. We have XXI st century
1,"Wonderful for the whole family Little Britches is a fantastic book. It takes the reader back to early 1900 Colorado and a family who loved each other and worked very hard as they struggle to build their ranch. This is the first book in a series and once you start reading you won't want to stop. Ralph (Little Britches) learns a lot of life's lessons the hard way. His father's parenting skills gently lead Ralph to make the right choices. There are horses, cowboys, and a water rights fued that provide excitement as well as many warm family moments."
1,"Thorough and interesting look at this most intriguing literary woman. After watching the Masterpiece Theatre presentation of ""Portrait of a Marriage"" years ago, I went on a search for more information about the life of Vita Sackville-West. This bio was one of the gems overturned in that quest for treasure. Having only been able to find it in UNCA's library at the time, I was delighted to be able to stumble over it again during a search at Amazon.com. I have now made it a permanent addition to my extensive library of a subject I call ""The Three V's."" The three V's are: Vita Sackville-West, Violet Trefusis, and Virginia Woolf, three women joined via literary and emotional attachment with Vita Sackville-West acting as the hinge."
1,"oil rubbed door knobs perfect size and color to replace the chrome ones when we did the redecorating in our bathroom -- lots of browns, copper and rust colors .... perfect!"
1,"Rivetting Sci-Fi in Paradise A regular nail biter: strong plotlines, excellent cast give relaible performances, killer locations. Sci-fi what-if horror flick with a twist. Who knew Tim Hutton was a sci-fi fan? Nice uncomplicated performance.,"
0,"CAUSES BRUISING AND BLISTERS IF WORN TOO LONG I ordered this product to slim down my stomach. I was looking for something I could wear all day with my jeans as well as underneath my dresses. I wore the squeem to work occasionally and then I would take it off when I got home. When I would take it off, I felt sore around my sides and my back, I washed the squeem several times and even wore it on the other side thinking this would help but it didn't. One night after work me and some of my coworkers went out for drinks so I ended up keeping the squeem on for about 14hours instead of my normal 9 hours. That night when I took the squeem off I had blisters and bruising on my side and back which have now left black marks (I'm black)on my body. I read other review before I purchased the squeem and I didn't see anything that alerted me not to buy it. Not sure why this happened but if you read this and it happens to you don't say I didn't warn you!"
1,"If you are a entrepreneur, you must read this book I wanted to start my own business, but I knew nothing about entrepreneurship. After reading this book, I feel confident about my new business venture. It is impossible to explain how valuable a tool this book is."
0,"Agree with previous reviewer I also have a problem with this holster not staying on my person. Although, my problem with the holster is that I have it clipped to my belt but the holster sometimes comes off by itself and I blame this on the design. All you have to do to get the case off is turn it 90 degrees and pull up. I have a PDA case with a similar design but it requires you to push a lever to have the case come off and it has never accidentally come of because of that lever. I have had the Siemens case come off many times when I was sitting and yesterday it came off on the street when I was reaching for something. It's a good thing a good samaritan found my phone and contacted me or else I would be out a phone. This is a good case if you don't plan on keeping the case on your belt but if you do I would look for something else. I currently have a Krusell case on order to replace this one. After yesterday's incident I don't plan on using it anymore."
0,"Broke the 2nd time I wore it, great until then I think this product provided a great fit. I was able to hook on the first row by myself within about 5 mins max. It wasn't quite as difficult to get on as I thought it might be, although it isn't particularly easy either. I tried it on and wore for about 2 hours, and then the 2nd time I wore it had it on for about the same period of time. I took it off and one of the metal boning pieces had popped through and was hanging out at the bottom. This product is far too expensive to have something like that happen. The fit on me was snug, but I am sure I had the correct size. Now I have to figure out how to get this resolved."
0,"Doesn't Quite Cut the Mustard The story is a fun one...It's quick and easy for parents to read to their child before bedtime. The illustrations are fun and keep the child interested. But, for the money you're paying for the book, I would like to have more content presented. The story is cute, but less than imaginative. I purchased the story based on Newsweek's recommendation. I do not concur. This is a waste of money to purchase. Check it out from the library. Reading it once IS definately enough."
1,"The First Iron lady? This is an excellent book and a lively and interesting read. Anne Somerset gives an insight into all sides of the character of Elizabeth. Her moods and feelings, (she was renowned at the time for her short temper), both as a woman and a Queen.The glamour of the Tudor court and what it was like to be in or out of favour in a clique where a careless word could in some cases cost you your life.Elizabeth did not suffer fools gladly and the book examines her religious feelings, her sexuality and the way she dealt with conflicts both at home and abroad in what was essentially a man's world. Elizabeth was nobody's fool and although she would listen to her advisers, she had a mind of her own, shrewd and extremely intelligent, and was quite capable of using her authority as monarch to make important decisions for herself.The book is a delight for anyone with the slightest interest in history."
0,"Doesn't Measure Up! This CD is a huge disappointment. Clay has such an awesome voice, and this CD does little to show off his true talent. The songs are average at best and lack the kind of melodies that would truly show off Clay's gift. I've read many reviews of this CD and the most recent stated the same. It lacks any luster and will probably get lost in a pile of old CD's. Good luck next time Clay on producing some more appropriate music for your awesome voice."
0,"A hodge-podge of personal trivia I doubt this would have been published if Crichton weren't Crichton. Just a hodge-podge of stuff - medical school, a few good travel essays, a lot of paranormal stuff - energy balancing, auras, channeling, etc. etc. I see a lot of readers loved it, but I thought it was a waste of time."
0,"Crap, Junk, Worthless, etc The other 1-star poster is absolutely correct; these things are crap. I ordered two of them for both my kids and neither worked at all. The rockets didn't seal on the pump so no pressure could be pumped into them, thus making them useless. I had high hopes for this toy because of my love for it when I was younger. As always, the quality of these ""nostalgic"" toys leave much to be desired (I'm looking at you, Evel Knievel Dare Devil Stunt Set!). The price is cheap, but the quality is cheaper."
1,"I am glad i made this purchase. Probably the luckiest dollars i have used to purchase this vegetable brush. It's worth every penny. Just buy it, you won't regret it. I used some other vegetable brushes they are not even worth comparing to OXO quality."
1,Another Supreme Vampire title! this one is good very good in fact! imagine vampires came forward and revealed themselves to the world (only about 4500 world wide) sun does not harm them they are allergic to silver (umm werewolves eh sheesh) and beheading is fatal its a modern future that looks decayed such as ww3 took place (in london no less lol) but the explanation of vampires as an evolutionary step rather then supernatural was refreshing for a change yes they can climb walls yes they drink blood and yes they are super strong ( as demonstrated in the video of vampires showing themselves lifting something not so light hehe)4 of 5 stars only one star loss for being a little talkie but theres enough action and vampire action to make this film a must own to any true vampire fan!
1,"So far, so good... but found elsewhere for less $$$! Put it in my pantry tonight, and it caught 2 moths within 15 minutes, so something is working!That being said, I actually bought this at Home Depot for only $5.78+tax! This really casts doubt on Amazon's claim that the list price is $11.11 ..."
0,"Sick! Sick! Sick! I don't know what you people see in this movie, but it just made me ill! I cannot simpathise this ""ultraviolent"" man who has been fixed so that he cannot defend himself against the revenge he most certainly deserves! With terrible production design with naked woman/dining tables and that psychadelic apartment. Hardly any of this movie actually looks like the future. Though some may argue that that is not important to the story, I dissagree. At least 2001 looked like the future. And I just don't see the need for all of that nudity and that penis-shaped sculpture. Kubrick is no genius...he's sick!"
0,Kindle version You cannot search terms.. every time you try using kindle search it brings up on average over 40 pages.This is not worth almost 10dollars for kindle version. Your better off with print. The kindle is not designed to scroll pages quickly say like when your with friends.
1,"Nice, cheap product I bought it for use with my Alias 2 phone. I needed the ""L"" jack because I wanted to put the phone in an arm band to listen to music while I worked out. I don't know if it is the phone or this jack (which is why I gave the 4 stars instead of 5) but if I have the jack plugged in all the way, I can only hear music out of one of my earbuds. I remedied this by wrapping a clear goody brand clear elastic around the jack so it doesn't go in all the way and I can hear out of both of the earbuds. The sound seems pretty good, and you can't beat the $3 for the adapter. Radio Shack wanted $10 for an adapter, and it wasn't even an ""L"" jack. I hope this helps!"
1,You have to see this Sherlock Holmes Film ... !!! This one had escaped me ... you cannot believe the Actor who played Minister of Magic ... Fudge was it ... in the Harry Potter Series ... I never liked him in Harry Potter because he was so fake and luke warm (wishy washy) ... BUT you will loathe him in this film - a nasty evil sort of dude - causing more uneasiness because of the psycholigical nature of his crimes ... you'd have more sympathy for him if he ran around shooting people ... not that that's good either .... he really makes a mean blackmailer. The only movie I've ever liked him in was Sense & Sensibility.
1,"Good Solid Cordless Phone I was very surprised to see ony two stars for this phone. I have had one for over two years and this phone has been a good solid performer. I am a self-proclaimed gadget freak and have tried many different cordless phone brands. I think that Panasonic and Sony make the best phone and I think that Panasonic, while the cheaper of the two generally makes better equipment. With two small kids ours has been dropped and moved multiple times and has never given us trouble. It has provided better clarity than my more expensive Sony phones as well. I will admit that the features that are jammed into this phone are a bit over the top but this is a very useful phone. In fact, I'm on the site to purchase one for my mom. Happy Holiday!"
0,"Great movie, horrible DVD! Buena Vista (the company that releases Disney films on DVD) chose to not release anamorphic DVDs when they first came to DVD, so none of these films are anamorphically enhanced. This means, if you have a widescreen television, you will have black bars on all four sides of the picture. Also, these discs are absolutely barebones, only featuring a Dolby 2.0 soundtrack and a 1.85:1 widescreen presentation. Where are the extras?! I don't know about you guys, but I am a Mighty Duck fan who is disappointed by the DVD release of this film."
0,"Waste of time and money I have used this product in addition to the fogger and carpet powder. I have sprayed all furniture, bedding, hard to reach spaces,etc. And a month later I still have fleas. It is a major waste of time and money."
0,"Ouch So I decided since eveything was in such a hype of dreamgirls I would watch it.Bad idea. Has anyone ever seen movies like Cabaret or hell even Sound of Music?That is how you do a musical, not some horrible cheesefest of actors. I don't know about anyone else, but I am really tired of Jamie Foxx and his horrible attitude towards almost anything. By the time this movie started to get an interesting plot it was almost over, and the music wasn't even that catchy at all.It was annoying after awhile, actually. I enjoyed this movie when they weren't singing, but it was just painful when they were.Also it was extremely perdictable. I knew what was going to happen before it did, which makes it boring to watch.The only reason it is getting any stars at all is because of Eddie Murphy and when they weren't singing."
1,Great for my 3 year old Great movie- my 3 year old loves this series and it was in good rewind condition. Good price & delivery time = thanks !!!
0,"Total Garbage! Very poor IR quality, the ear cushions come off with ease and the kids lost two the first day. The volume is very low. They are very large and dont fit right on my toddlers."
1,Great case I've built three computers for family using this case and they all love it. A bit wider than the sandard case but about half the height. Glossy black piano finish.... it only appears cramped if you fail to plan... I use modular P/S and tie down all the cords ...getting ready to buy another.
1,"Tale of Two Cities - Baltimore / Indianapolis This superbowl V I remember as a youth barely and it was great to re-live this moment on dvd! I always loved Bubba Smith and the Baltimore Colts defense. On this viewing, this Superbowl V was not a very exciting game, filled with turnovers and some sloppy playing on both Baltimore and Dallas but good viewing anyway.I loved the commentary by Bubba Smith stating that since the organization left in 1983, the Baltimore Colts players have been shuned by the Indianapolis Colts, the present Colts have no history of their team during the Baltimore years or don't respect it, what a shame!!This dvd is still a great view!"
0,"The Princess Bride by William Goldman I was very disappointed in this book. William Goldman totally ruined it for me. He opens with 31 pages of a long, boring, rambling, collection of his comments about the Princess Bride story. Additionally he gives a page of his ridiculous comments at the beginning of each chapter. He really ruined the story of the Princess Bride for me. I would never have bought this book if I had known this edition was about William Goldman and The Princess Bride is treated as a side story."
1,A sports world comedy sporting two wonderful stars Hepburn and Tracy at their finest in the story of a female athlete and her shady agent. An agent who turns out to be a good guy when he finds the right woman in the guise of Hepburn. Hepburn got to display her range of athletic skills in this film alongside some of the great female golfers and men and women tennis stars of the 1950's.Great film.
0,"GREAT MOVIE!...but... I am writing neither to critique the movie nor to eplore the quality of the video or audio. I would simply like to warn potential buyers of the manufacturer defects that I have enconter with TWO copies of this DVD.The first copy was scratched so severly it looked like a fat guy attempted to use it to ski down slopes of rough pavement. So Amazon promptly shipped out another. The second copy didn't have a scratch but the movie hung up in the EXACT same place as the first. ANNOYING! I am currently waiting on another copy, but if it's bad I'm giving up.*IMPORTANT* Consumers, take my review very seriously because I suspect these other reviewers have no experience with the DVD, they're just fans of the film. And what an awesome film it is."
1,"Joshua & Children This is an easy reading, but profound, story of what children can do to change the prejudices of their elders."
1,great camera a great camera to take with you every day takes great pictures and takes up no room in your pocket
0,"Dissapointed I am so disappointed with the Eebee DVD. I bought it based on a review in Parents magazine, and also from the reviews posted here. I feel Eebee DVD's are geared to children age 3-15 months when babies are just starting to move around. Little Eebee could not hold my toddler's attention. It was a waste of money for my 2 year old"
1,Sorprendente y entretenido Me recordó aquellos libros de la Generación Kronen: un libro muy pop donde ha calado el lenguaje cinematográfico para presentar la trama. Personajes bien definidos. Un libro entre Yorkshire y la nostalgia del Levante español. Sorprendente y entretenido.
0,"Another worthless Remake Hollywood must think that fans of Horrormovies are Braindead,otherwise they would have choosen to use either the version proposed by Clive Barker or Joe Dante for the Remake of ""The Mummy""Instead a mediocre script was choosen,and a less then mediocre actor,Brendan Fraser(George of the Jungle) was hired for the lead role and to top it all of,very bad CGI(Cheap Gimmicky Images? )where used in this worthless Remake! But I guess that's all that is needed to have a Summer Blockbuster?"
0,perfume This did not have a fruity smell at all and had to be thrown out because it is definatley not something I would ever wear again.
1,"For God and Country The production values of this film are excellant and the script is first rate. The overall performance of the entire cast is also excellant. However, the viewer knows what is going to happan in this movie as soon as it starts. The good guys(the English) are going to win. The entire film is a trip to this end- the only mysteries being who of the not most major actors in this film are ""killed"" in the battles to come and how the British captain defeats a bigger, faster, and better armed French ship. This is not to make lite of this film, it is entertaining and interesting. Just how many times you will rewatch this film- the purchaser will have to decide."
0,"This product does not seem to be working! I picked this product up at my local Ace Hardware store. I had high hopes for these traps, but they simply aren't working. The lure seems to work, but I haven't found one moth in either trap and they have been in place for three days now. The moths do fly around the traps and walk inside only to come right back out. I don't know if there is a problem with the glue or not (I didn't want to test it by touching it and compromising the product), but I do see tiny flecks of something on the glue pads. It's very frustrating to be out the money for these traps since they don't seem to be working. It's even more frustrating to see the moths still flying around."
0,"YeePee...PORN with a PLOT ! ! ! *BASIC INSTINCT: Unrated Director's Cut*Wow, I don't remember this movie being so pornographic. I guess the Director's Cut, with the extra 5 minutes, is nothing more than extra porn. I remember it's what made Sharon Stone so popular? This would have made her a legend if it was released this way. From graphic oral sex(Michael on Sharon) to a near rape scene, this movie is just too much for me. The main story is great, with a great twist for an ending(or non-twist, depending on how you look at it) however, the graphic sex-scenes are just not neccessary and are way too overboard(I can't help but wonder if Sharon Stone and Michael Douglas are still proud of their work on this film?).Go ahead and call me prude, but I cannot recommend this filthy trash."
0,"Adobe InDesign CS2@work This book would only suit a desktop publisher rather than a Prepress or Graphic Designer, I found it failing in the concept of Type and general overall usage."
1,"A MUST READ FOR EVERYONE! Absolutely my favorite novel. It's a long one, but everyone should read it...men and women. Not only is is accurate historically, but it is also educational and interesting. The novel is far richer than the movie, and although the motion picture is a spectacle....the book puts the movie to shame. Read the book, and watch the movie again afterwards. The differences are astounding....but that is what keeps the novel interesting to modern readers. It's isn't the exact story we have seen on film on TCM again and again. Again, everyone should read this book. It has literary value, historic value, and pleasure value."
0,"Don't waste your money I went to see this horrible movie with my father and I was dissapointed. How can people in the movie world get away with making such trash? I guess the real question is: Why do people pay money to see it? It is scary, but the plot is stupid. And how can the family dog die? I was very mad about this. I wanted to leave when it happened. Don't waste your money on this movie."
0,"Not Impressed by Cabot I expected great things from Cabot's books. I was let down. I did not care for her writing style, nor did I find her information moving or educational. I am genuinely surprised that so many people find Cabot to be a literary value. I just don't see it. I would not recommend Cabot's works to anyone interested in paganism or witchcraft."
0,"It's all down hill from the Poisonwood Bible. The first book I read of Barbara Kingsolver's was The Poisonwood Bible. It was so good that I decided to read more of her stuff. Unfortunately, it's all down hill from there folks. Poisonwood is fabulous and I've not found her other books to be any where near as good. In fact I read The Bean Trees a few months ago and I really can't remember much about it. Barbara Kingsolver is a talented writer, but this one just didn't hit the mark for me."
0,"Overblown Mess This is bad. Really. Perhaps it is one of those movies which can only be fully understood or enjoyed if familiar with the comic that originated it. It does not even have the redeeming quality of being a decent action film. Guilty of the worst capital sin of the kingdom of entertainment: boring, boring and boring. For that alone, it will burn in cinematic hell."
0,"Cliffhanger ending I've bought and read all of the books in this series. The story line is pretty good, but the author loves cliffhanger endings. I won't be buying any more in this series."
1,"Heads above the first book in the trilogy I was so disappointed in the first book, Foundation, I gave it two stars. I've been wanting to read the trilogy for years and I couldn't believe that that mediocre pulp was it! But Foundation and Empire is the saving grace. I look forward to the next book."
1,"Good general source Although exploring nothing new about the Eastern Front and even making some mistakes in the introduction (for example about the Red Army Purges) this book is a very good source to have for the general account and movement of the German Army throughout 1941 on the Eastern Front as well as the respective response from the Soviet side. Although more sources could and should have been used, I can understand why they were not, as the book would be too cumbersome and hard to follow. Detailed studies can be found in various other books of individual unit actions, but that is not what this book is for. If one has an interest in a certain action and/or day that an event occurred on, they can do their own research with this book being their beginning general account/source."
0,"sadly predictable If you don't like to be surprised in the least bit, this novel is for you. If you don't mind the writer's technique or don't see literary language necessary to be entertaining then you too will like this book. I, on the other did not. The plot was predictable,the characters were one-dimensional and the language reminded me some what of McMillan. ( an unpolished McMillan, of course.) The best part of this book was the cover, and that was just not enough to keep me satisfied."
0,"Everybody Dies John Cusack and Ray Liotta, amongst others, get lost in a motel in the middle of nowhere. It`s a rainy, obscure night, and suddently people start getting murdered for no apparent reason. As each character dies, the closer we are to descovering who the murderer is...This James Mangold`s thriller (""Girl, Interrupted"", ""Kate and Leopold"") has a few nice twists and surprises, but the character development isn`t strong enough to make us care much and the multiple changes on the last part only make it worse. It has a suspenseful atmosphere, competent acting and neat direction, though the final result doesn`t step above average. A decent, schizophrenic thriller, but nothing great or terribly exciting. Watchable."
1,"I'm no R&B fan, but you gotta hear this!! I'm a major Talking Heads fan and some years ago I heard these guys do the final track featuring 'Once in a Lifetime' and had to get it. To my pleasant surprise I really enjoyed most of the CD. The vocals are so smooth you too will take notice! A sample of the intro of tracks won't do the CD justice as many need to build a bit. It also wouldn't hurt to be somewhat spritual as many songs reference the faith, but don't let the 'Christian R&B' thing bug you. This is just good music."
0,"bad acting This movie had bad acting. The dad is dramactic and corney. The mom is just corney, and all of the soccer coaches are acting like it was big pro sports championship. The olson twins were corny but entertaining to watch. This movie is unrealistic that Emma (ashley) and Sam Mary Kate were on 2 different teams. (It's a rule that siblings be on same sports team) This movie has bad quality actors and a unrealistic plot."
1,"Very Realistc Although it takes a little while to get rolling, this movie was surprisingly realistic. It was well done, and has a VERY tense scene near the end, which really makes the whole movie worth while."
0,"Some one has an EGO problem. I previously wrote a scathing review of this bad book. And I was quite annoyed to find that some one posing to be me, Michael G from Passaic NJ, said that I was mistaken for my previous diatribe of the book. I'm not sure who it was. Obviously someone figured that I was not going to read the reviews again. I'm not sure who it was.I still maintain that the beek is BAD. It seems that some one is trying to sell this at all costs. This makes me very suspicious of all Amazon reviews. Sorry :(MG"
1,"Comfort food and reading... The recipes in ""The Country Gourmet"" spin a tale of comfort as well as good eats. The remembrances of the author's mama and her love of food and life does more than feed the reader's soul, it gives the reader hope that there is truly more to life than getting out of bed each day; there are wonderful dishes to prepare and delicious people to get to know and break bread together with. TWO THUMBS way up for this amazingly inspiring cookbook/biography chronicling a daughter's love for her mother and her mother's cooking."
0,Diane Lane is great but skip this movie Diane Lane is the only redeemable part to this lame effort.The film takes tremendous liberties with the plot from the book. Way way too much PC madness.A waste of time and money.
0,"Damn, this one was way too boring. Ya thought What's the story was a stupid cd, think again. This cd takes the cake as the most stupid cd this year has released. I hate Oasis and it's arrogance. I hate every cd they've ever released. I'm glad I've only bought 2. Stay away!"
1,"A VERY FUNNY SEQUEL TO AMERICAN PIE! I got a VCD of this movie from my friend (which was in terrible quality) and thought it was hilarious. I even invited a couple of girl friends over to watch it with me, and they liked it. I of course saw the R-Rated version and thought it was good. But now I have seen the Unrated version and it is 6 minutes funnier! Altogether this is an awesome DVD to own, with 10 hours of bonus features and it looks great in the full-frame format. I can't wait to own this movie!"
1,Skechers Chiefs Sneakers Nice shoes for a good price. Cant beat that for growing boys! And they love the easy on/off style.
1,"The Best in Mecha This is much better than the other gundam series. Overall all of the gundam shows are the best mecha-type anime there is out there and has the best characters and the best action. I don't even like mecha that much, but out of all anime, gundam has become one of my favorites due to the great character detail and superb animation."
1,Transformers: Dark of the Moon watched this one and the previous one several times. Like this movie lots and so did the kids! thanks so much
1,"Very, Very Good CD....... ....I was very impressed with this CD. I had heard of this band, but never purchased their first CD. Though, now after listening to this one, I will get my hands on whatever this band has released. I would love to see them in concert. I can't wait till them come to Ohio!"
1,"Great historical novel This is a highly recommended book for anyone who is interested in the history of the Jewish Lower East Side in the late 19th century and early 20th century. It is written by an author with intimate knowledge of the time and place. Written in 1917, it is a very captivating and compelling story of an Eastern European Jewish immigrant's plight on The Lower East Side. I highly recommend it."
