date,open,high,low,close,volume
2025-04-09,16.0954,16.1035,15.2132,15.3071,5590470
2025-04-10,15.3278,15.3754,15.1825,15.2262,6419520
2025-04-11,15.2745,15.3667,15.2242,15.3163,3954943
2025-04-14,15.2878,15.339,15.266,15.3222,3595415
2025-04-15,15.3195,15.3913,14.9715,15.2316,6866144
2025-04-16,15.2344,15.2493,14.7619,14.8651,4085413
2025-04-17,14.921,15.0096,14.6011,14.6173,5177634
2025-04-18,14.6646,14.9222,14.6161,14.8125,4752566
2025-04-21,14.78,15.1124,14.7763,15.1037,4438172
2025-04-22,15.107,15.1864,15.0016,15.1345,7745832
2025-04-23,15.0667,15.132,14.8335,14.9113,8398894
2025-04-24,14.8681,14.9563,14.8121,14.9414,2594335
2025-04-25,14.9421,15.0008,14.8216,14.8814,5080249
2025-04-28,14.9095,15.1449,14.8501,15.032,4501390
2025-04-29,15.075,15.1795,15.0576,15.0685,4872454
2025-04-30,15.0545,15.118,14.8876,14.9044,5420041
2025-05-01,14.8439,15.0342,14.7988,14.96,7042794
2025-05-02,14.9778,15.1544,14.5101,14.6469,3894957
2025-05-05,14.6393,14.8756,14.557,14.8675,4235510
2025-05-06,14.8864,15.1966,14.8354,15.1884,3331749
2025-05-07,15.1956,15.3168,14.8496,14.8707,4910871
2025-05-08,14.9026,15.0519,14.8494,14.9879,4400802
2025-05-09,15.0173,15.1059,14.626,14.725,2824333
2025-05-12,14.7622,15.0948,14.7166,15.0134,4277750
2025-05-13,14.9927,15.3366,14.9189,15.2623,6693951
2025-05-14,15.3078,15.4308,15.0342,15.2036,9191993
2025-05-15,15.1807,15.4933,15.1579,15.4804,3941500
2025-05-16,15.4844,15.5086,15.2177,15.365,9247161
2025-05-19,15.4507,15.504,15.1329,15.1917,7240532
2025-05-20,15.208,15.2207,14.9672,15.0408,7865518
2025-05-21,14.9882,15.0811,14.9865,15.0072,6716911
2025-05-22,15.0743,15.1493,14.862,14.9243,4627178
2025-05-23,14.9691,15.089,14.9389,14.9702,3254384
2025-05-26,15.0214,15.0471,14.7504,14.809,4758985
2025-05-27,14.8177,15.1162,14.7849,15.0173,5728571
2025-05-28,15.0328,15.3778,15.0043,15.2978,5685822
2025-05-29,15.2871,15.2959,15.12,15.1658,8286045
2025-05-30,15.134,15.1486,14.7147,14.7808,9384272
2025-06-02,14.8486,15.0823,14.7679,14.9778,6099967
2025-06-03,14.9612,15.4406,14.9167,15.2892,8399270
2025-06-04,15.2672,15.2942,15.1559,15.2489,4072471
2025-06-05,15.2286,15.2482,14.8295,14.9003,2032268
2025-06-06,14.9836,14.9994,14.9409,14.9764,4066228
2025-06-09,15.0158,15.3977,14.8476,15.3919,5455761
2025-06-10,15.3749,15.414,14.8406,14.8766,9905042
2025-06-11,14.8746,15.0689,14.8225,15.0091,14178422
2025-06-12,15.0321,15.0712,14.8346,14.9288,5023224
2025-06-13,14.9682,14.9911,14.6701,14.7034,7163813
2025-06-16,14.6323,14.9136,14.5714,14.8397,7740336
2025-06-17,14.8799,14.9767,14.4854,14.4972,6183383
2025-06-18,14.4877,14.7013,14.4783,14.579,7527113
2025-06-19,14.549,14.9441,14.4544,14.928,5284951
2025-06-20,14.9105,15.0855,14.9072,14.98,7936174
2025-06-23,15.0156,15.1464,14.7161,14.7482,3261845
2025-06-24,14.826,14.8519,14.1845,14.2802,2250766
2025-06-25,14.2866,14.3919,13.9398,13.955,5717857
2025-06-26,13.9783,14.0974,13.4922,13.4967,6579490
2025-06-27,13.4637,13.9177,13.3849,13.8894,6511128
2025-06-30,13.9098,13.9822,13.8244,13.8312,3976141
2025-07-01,13.8653,13.9092,13.4841,13.5751,7091426
2025-07-02,13.5145,13.6418,13.1802,13.262,4182592
2025-07-03,13.2415,13.2601,12.9609,13.0112,5983892
2025-07-04,13.042,13.059,12.8624,12.9364,3178571
2025-07-07,12.8681,12.973,12.6012,12.6416,3251364
2025-07-08,12.6274,13.0353,12.6123,13.0269,8322194
2025-07-09,13.0503,13.0994,12.8033,12.8555,3294256
2025-07-10,12.7903,12.8638,12.6343,12.6783,2528091
2025-07-11,12.6632,12.8742,12.6208,12.7523,5883184
2025-07-14,12.7544,13.1906,12.6777,13.0891,5205304
2025-07-15,13.1241,13.5164,13.106,13.405,2263786
2025-07-16,13.3536,13.4375,13.2621,13.2913,8730858
2025-07-17,13.3355,13.359,13.3085,13.3564,2788628
2025-07-18,13.3686,13.4125,13.3077,13.3963,3574921
2025-07-21,13.4444,13.5447,13.4346,13.5281,4779551
2025-07-22,13.5753,13.5987,13.5235,13.5944,12788897
2025-07-23,13.6083,13.6721,13.2904,13.3675,5390704
2025-07-24,13.387,13.4354,12.8942,13.0683,6549086
2025-07-25,13.0001,13.1233,12.9452,13.1136,4056783
2025-07-28,13.0605,13.1581,12.7815,12.8381,6138483
2025-07-29,12.7994,13.2596,12.7967,13.157,3255307
2025-07-30,13.1433,13.1957,13.1211,13.1704,5448586
2025-07-31,13.2073,13.2671,12.9179,12.9311,3572856
2025-08-01,12.8619,12.9581,12.7769,12.8601,2859608
2025-08-04,12.8478,12.9268,12.6412,12.7466,5635555
2025-08-05,12.696,12.7593,12.6954,12.7203,8664215
2025-08-06,12.6608,12.988,12.5574,12.9406,6586866
2025-08-07,12.998,13.0612,12.5675,12.6081,4022053
2025-08-08,12.6118,12.7166,12.1627,12.188,5754526
2025-08-11,12.2478,12.2736,12.221,12.2658,3211972
2025-08-12,12.3094,12.3742,12.1533,12.2304,6493836
2025-08-13,12.1966,12.2994,12.1766,12.27,6705932
2025-08-14,12.2017,12.3824,12.161,12.3718,4406889
2025-08-15,12.4487,12.4853,12.2862,12.3352,3877211
2025-08-18,12.3202,12.6533,12.2655,12.5165,5253716
2025-08-19,12.4735,12.4786,12.2098,12.3191,4560534
2025-08-20,12.3446,12.4101,12.2568,12.337,4985949
2025-08-21,12.3421,12.4262,12.1549,12.1562,6122690
2025-08-22,12.1318,12.1414,11.8941,11.9127,1990040
2025-08-25,11.9003,12.0515,11.88,12.0482,8239505
2025-08-26,12.054,12.1816,12.0081,12.1752,6861922
2025-08-27,12.1779,12.2009,11.707,11.7533,5930601
2025-08-28,11.7799,11.8307,11.4878,11.5194,3050208
2025-08-29,11.5072,11.7645,11.4945,11.5834,3636186
2025-09-01,11.5715,11.8455,11.5148,11.8101,3939563
2025-09-02,11.8313,11.8875,11.6626,11.672,7489344
2025-09-03,11.683,11.6998,11.5276,11.6369,6992693
2025-09-04,11.6751,11.7235,11.3039,11.3444,7217365
2025-09-05,11.3359,11.9902,11.3358,11.8605,4381727
2025-09-08,11.857,11.9955,11.834,11.9655,2224363
2025-09-09,11.924,12.2218,11.8472,12.1617,3873855
2025-09-10,12.2164,12.3465,12.178,12.3094,4676382
2025-09-11,12.258,12.5638,12.218,12.5199,5172926
2025-09-12,12.5275,12.6964,12.5191,12.6607,2340275
2025-09-15,12.6268,12.6449,12.4247,12.5881,4581832
2025-09-16,12.6008,12.7827,12.4874,12.7605,5815910
2025-09-17,12.789,12.8087,12.77,12.7825,4251719
2025-09-18,12.7196,13.201,12.6977,13.0846,4188431
2025-09-19,13.0763,13.1262,12.8445,12.9153,10515395
2025-09-22,12.8472,12.9495,12.7663,12.7934,4909460
2025-09-23,12.8473,13.0345,12.8064,12.9494,12429258
2025-09-24,12.9322,13.2681,12.8425,13.2516,5917698
2025-09-25,13.1889,13.3157,13.1607,13.2902,3396341
2025-09-26,13.2622,13.2958,13.1055,13.1237,5276965
2025-09-29,13.1754,13.2668,13.0961,13.0996,4192635
2025-09-30,13.158,13.2802,12.9613,12.986,5490520
2025-10-01,13.0355,13.5768,12.9476,13.4333,2195134
2025-10-02,13.4017,13.6827,13.3652,13.6546,5160413
2025-10-03,13.6484,14.1325,13.6445,13.9695,3345076
2025-10-06,14.038,14.0641,14.0306,14.0495,7716274
2025-10-07,14.0187,14.1043,13.8373,13.9134,5870465
2025-10-08,13.8994,14.2348,13.8642,14.2114,4597186
2025-10-09,14.1707,14.6614,14.1301,14.6387,2950104
2025-10-10,14.5876,14.8085,14.5833,14.7965,4243074
2025-10-13,14.85,14.8841,14.7016,14.7944,4225017
2025-10-14,14.8224,15.1849,14.7773,15.0867,4113504
2025-10-15,15.1071,15.1477,14.9831,14.9905,11213562
2025-10-16,15.0165,15.2552,14.9047,15.2013,4216017
2025-10-17,15.2478,15.2707,14.9322,15.0111,5988762
2025-10-20,15.0791,15.171,14.6911,14.7534,8777847
2025-10-21,14.7531,14.9883,14.7493,14.9083,6566716
2025-10-22,14.893,15.0821,14.7548,15.0034,6831816
2025-10-23,14.9574,15.5271,14.9538,15.5222,5453235
2025-10-24,15.5726,15.588,15.43,15.4486,6138378
2025-10-27,15.4248,15.5566,15.3369,15.4598,6143271
2025-10-28,15.3905,15.3999,15.1223,15.1472,6815119
2025-10-29,15.135,15.1551,14.6219,14.6421,5618430
2025-10-30,14.6432,14.6909,14.1769,14.1771,3677431
2025-10-31,14.2125,14.3469,14.146,14.2996,3527400
2025-11-03,14.3426,14.4021,13.9574,14.001,3792451
2025-11-04,13.9703,14.3827,13.8956,14.2892,6026043
2025-11-05,14.2549,14.6996,14.2352,14.6593,8936771
2025-11-06,14.6448,14.6754,14.5691,14.5884,3062099
2025-11-07,14.5353,15.214,14.4423,15.0282,3286303
2025-11-10,15.0233,15.0946,14.9954,15.0942,3305988
2025-11-11,15.1151,15.4356,15.0839,15.4044,5454301
2025-11-12,15.4063,15.4616,15.3367,15.3464,7967900
2025-11-13,15.2721,15.784,15.2563,15.616,3897150
2025-11-14,15.5601,15.6181,15.2434,15.3555,4718907
2025-11-17,15.4147,15.5398,15.364,15.5322,1943699
2025-11-18,15.485,15.5287,15.4075,15.4085,5254461
2025-11-19,15.4426,15.4474,15.2769,15.3769,6430649
2025-11-20,15.406,15.6208,15.3328,15.5563,3484390
2025-11-21,15.5413,15.6895,15.4748,15.6094,2190263
2025-11-24,15.5627,15.673,15.4638,15.5932,5847843
2025-11-25,15.603,15.8053,15.4364,15.8021,5333135
2025-11-26,15.7601,16.0449,15.6753,16.0353,10866985
2025-11-27,16.0269,16.041,15.625,15.6404,3533822
2025-11-28,15.6453,15.8685,15.445,15.8024,3928369
2025-12-01,15.7684,16.1152,15.7618,15.998,4191123
2025-12-02,15.9871,16.0833,15.7441,15.7863,5796978
2025-12-03,15.7717,15.9033,15.7349,15.9007,2580407
2025-12-04,15.8418,15.8628,15.5127,15.5265,7605836
2025-12-05,15.5176,16.1006,15.4903,15.9334,5376439
2025-12-08,15.9029,15.9652,15.701,15.87,4452378
2025-12-09,15.7832,15.8769,15.724,15.8523,4829926
2025-12-10,15.8363,16.2202,15.7766,16.1987,6512361
2025-12-11,16.185,16.2085,16.1357,16.162,5125365
2025-12-12,16.1327,16.4631,15.8981,16.3411,3540721
2025-12-15,16.24,16.2593,15.9889,16.0379,4563591
2025-12-16,16.0752,16.087,15.7819,15.8782,6382124
2025-12-17,15.9108,15.9934,15.4396,15.485,4483998
2025-12-18,15.5152,15.5553,15.423,15.4316,3902825
2025-12-19,15.4467,15.8517,15.3551,15.7226,3533060
2025-12-22,15.6634,15.8809,15.6046,15.7906,4228559
2025-12-23,15.7965,16.114,15.7901,16.0467,3336046
2025-12-24,16.0021,16.0667,15.7521,15.7551,3655349
2025-12-25,15.8585,15.9004,15.4399,15.5094,5144513
2025-12-26,15.4851,15.5364,15.2612,15.3841,5709342
2025-12-29,15.4149,15.592,15.3565,15.5472,4778164
2025-12-30,15.4748,15.6768,15.3377,15.6516,1355407
2025-12-31,15.5962,15.8809,15.5686,15.652,2956256
2026-01-01,15.6268,15.8475,15.6097,15.8321,5228643
2026-01-02,15.8655,15.9501,15.6997,15.7937,8141747
2026-01-05,15.8197,15.8432,15.6612,15.7924,7861991
2026-01-06,15.806,16.2879,15.7699,16.168,5138942
2026-01-07,16.0781,16.1205,15.9743,16.0022,4620521
2026-01-08,16.0566,16.2524,16.047,16.0597,3754992
2026-01-09,16.015,16.6554,15.9521,16.5305,8309193
2026-01-12,16.6106,16.6414,16.5573,16.5657,5355405
2026-01-13,16.6585,16.8194,16.6386,16.7814,3880122
2026-01-14,16.823,16.8867,16.5745,16.6032,7736392
2026-01-15,16.6524,17.2685,16.6252,17.1929,6183019
2026-01-16,17.1278,17.2246,16.4486,16.5018,1888230
2026-01-19,16.6296,16.7124,16.038,16.1698,3810438
2026-01-20,16.1804,16.2186,15.8627,15.868,8314136
2026-01-21,15.9156,16.3823,15.8503,16.3354,7619169
2026-01-22,16.2933,16.4485,16.0785,16.4439,2730839
2026-01-23,16.4407,16.5128,16.1923,16.3712,4191835
2026-01-26,16.3129,16.3253,15.9532,15.9984,6918816
2026-01-27,15.9869,16.2696,15.912,16.1081,6405583
2026-01-28,16.1088,16.2045,16.092,16.146,3520144
2026-01-29,16.1584,16.1932,15.8746,15.9494,4152765
2026-01-30,16.0162,16.0903,15.5209,15.526,5457430
2026-02-02,15.5484,15.5605,15.1518,15.2225,5948901
2026-02-03,15.2336,15.3976,15.172,15.2855,3832141
2026-02-04,15.2873,15.3965,15.2772,15.3757,13449755
2026-02-05,15.4684,15.6242,15.2805,15.4005,4883513
2026-02-06,15.3738,15.3951,15.2996,15.3631,2327658
2026-02-09,15.4179,15.4608,14.754,14.8786,4311418
2026-02-10,14.7911,14.9185,14.6419,14.8961,1904833
2026-02-11,14.8569,14.8885,14.5699,14.6238,4079145
2026-02-12,14.6418,14.7528,14.6209,14.6391,4408170
2026-02-13,14.6321,14.7742,14.5979,14.7661,10893109
2026-02-16,14.8993,14.9809,14.5538,14.5909,5311673
2026-02-17,14.7038,14.7178,14.2731,14.3266,6502612
2026-02-18,14.2613,14.6896,14.2208,14.5871,7228332
2026-02-19,14.5402,14.7499,14.4802,14.6838,4880133
2026-02-20,14.6776,14.6976,14.4249,14.52,3338382
2026-02-23,14.5958,14.6212,13.6976,13.7402,8413601
2026-02-24,13.787,13.8401,13.7287,13.7322,6913726
2026-02-25,13.7456,13.9872,13.6044,13.8918,9860252
2026-02-26,13.8328,14.2455,13.7814,14.1764,6747683
2026-02-27,14.1405,14.1746,13.954,14.0077,2927406
2026-03-02,13.8949,13.9536,13.8031,13.8497,4125223
2026-03-03,13.786,13.8235,13.6519,13.7435,4816058
2026-03-04,13.7612,14.0876,13.7428,13.9549,4620590
2026-03-05,13.9881,14.0104,13.6307,13.664,5378302
2026-03-06,13.6107,13.6934,13.5768,13.6403,3955541
2026-03-09,13.6449,13.6469,13.369,13.4171,3622031
2026-03-10,13.4828,13.595,13.3519,13.486,10069175
2026-03-11,13.4928,13.5391,13.097,13.1127,9201340
2026-03-12,13.1008,13.2096,13.062,13.2054,4583988
2026-03-13,13.2298,13.317,12.9333,13.0913,2803088
2026-03-16,13.1122,13.2212,13.0276,13.0424,3885840
2026-03-17,13.0458,13.1898,12.9498,13.1698,4213002
2026-03-18,13.1488,13.4496,13.1253,13.4449,3801345
2026-03-19,13.428,13.5346,12.9654,13.0382,3086559
2026-03-20,13.042,13.3641,13.0215,13.2777,4670062
2026-03-23,13.256,13.4154,13.1857,13.415,5575789
2026-03-24,13.4689,13.6159,13.3466,13.3479,6712536
2026-03-25,13.3839,13.8048,13.3578,13.6892,3746279
2026-03-26,13.7341,13.741,13.6532,13.7398,5085632
2026-03-27,13.8236,14.1058,13.7554,14.0638,9286894
2026-03-30,14.1307,14.1557,13.9093,13.918,5444286
2026-03-31,13.9774,14.0497,13.6572,13.705,4866180
2026-04-01,13.7205,14.1243,13.71,14.0113,15755369
2026-04-02,14.0034,14.6292,13.99,14.5613,5120628
2026-04-03,14.662,14.7487,14.6198,14.7318,3333068
2026-04-06,14.7022,15.1348,14.588,14.9725,7021739
2026-04-07,14.9449,15.0736,14.8003,14.8493,4296343
2026-04-08,14.8108,14.8832,14.4101,14.4995,4692955
2026-04-09,14.5091,14.5652,14.3483,14.4449,6726747
2026-04-10,14.4632,14.8721,14.2929,14.8394,3358201
2026-04-13,14.8854,15.0382,14.3004,14.3469,2780965
2026-04-14,14.3374,14.3582,14.1557,14.2232,7493407
2026-04-15,14.1494,14.3226,13.6524,13.7374,7511508
2026-04-16,13.7507,13.7943,13.7475,13.7683,2643493
2026-04-17,13.8087,14.0638,13.8038,13.989,3720323
2026-04-20,13.9906,13.9949,13.66,13.6803,7618050
2026-04-21,13.675,13.7886,13.5292,13.5836,6276056
2026-04-22,13.6067,13.915,13.5487,13.9118,7517381
2026-04-23,13.9718,13.9822,13.8501,13.8939,4337679
2026-04-24,13.8913,13.909,13.5006,13.5881,3337782
2026-04-27,13.5304,13.5697,13.1806,13.2702,4007463
2026-04-28,13.2479,13.2489,12.7264,12.793,5054752
2026-04-29,12.7868,13.0561,12.7054,12.9749,5827390
2026-04-30,12.9049,13.0123,12.7485,12.8045,1586010
2026-05-01,12.8342,13.0783,12.7505,13.0505,2025018
2026-05-04,13.0206,13.3292,13.0037,13.2581,5016411
2026-05-05,13.2785,13.3192,13.0596,13.1046,7434442
2026-05-06,13.1124,13.2048,12.9483,12.984,4207937
2026-05-07,12.972,13.2164,12.9494,13.1699,4580296
2026-05-08,13.2343,13.2573,13.1963,13.2092,2818557
2026-05-11,13.1871,13.3431,13.084,13.2769,2920424
2026-05-12,13.2502,13.3413,12.8503,12.8872,6095629
2026-05-13,12.8986,13.2668,12.8824,13.0993,5312026
2026-05-14,13.1324,13.236,12.8208,12.8969,3745787
2026-05-15,12.8969,12.9505,12.3694,12.3739,2583312
2026-05-18,12.3375,12.3708,12.1636,12.2402,5155387
2026-05-19,12.2656,12.3676,12.234,12.3369,5589497
2026-05-20,12.3592,12.8245,12.2983,12.8062,4936846
2026-05-21,12.886,12.9289,12.6685,12.7241,4357843
2026-05-22,12.7158,12.8065,12.4132,12.4234,3718684
